Island,Year,Month,Day,AEST start date/time,NDWI Cutoff,Area (km2),Area (m2),Perimeter (km)
North West,2019,September,2,02/09/2019 10:02:41 AM,0.5,1.166166,1166166,5.769731
North West,2019,September,5,05/09/2019 10:11:11 AM,0.2,1.269647,1269647,6.304065
North West,2019,September,7,07/09/2019 10:02:39 AM,0.1,1.330803,1330803,7.265758
North West,2019,September,10,10/09/2019 10:11:09 AM,0.2,1.274126,1274126,6.552095
North West,2019,September,17,17/09/2019 10:02:39 AM,0.5,1.171559,1171559,5.789622
North West,2019,September,20,20/09/2019 10:11:09 AM,0.45,1.20264,1202640,5.956584
North West,2019,September,27,27/09/2019 10:02:39 AM,0.45,1.227047,1227047,6.106669
North West,2019,October,5,05/10/2019 10:11:11 AM,0.1,1.338117,1338117,7.311567
North West,2019,October,17,17/10/2019 10:02:39 AM,0.5,1.172656,1172656,5.771237
North West,2019,October,27,27/10/2019 10:02:39 AM,0.5,1.1839,1183900,5.846279
North West,2019,November,6,06/11/2019 10:02:39 AM,0.1,1.301825,1301825,7.319403
North West,2019,November,11,11/11/2019 10:02:41 AM,0.45,1.192127,1192127,5.806498
North West,2019,November,29,29/11/2019 10:11:09 AM,0.2,1.143038,1143038,5.676305
North West,2019,December,1,01/12/2019 10:02:41 AM,0.5,1.183443,1183443,5.809512
North West,2019,December,6,06/12/2019 10:02:39 AM,0.2,1.314166,1314166,7.262745
North West,2019,December,14,14/12/2019 10:11:01 AM,0.2,1.143312,1143312,5.677813
North West,2019,December,16,16/12/2019 10:02:39 AM,0.45,1.170279,1170279,5.771237
North West,2019,December,21,21/12/2019 10:02:31 AM,0.2,1.305847,1305847,7.299512
North West,2020,January,8,08/01/2020 10:11:09 AM,0.2,1.194961,1194961,5.918309
North West,2020,January,15,15/01/2020 10:02:39 AM,0.45,1.173936,1173936,5.808006
North West,2020,January,18,18/01/2020 10:11:09 AM,0.15,1.357131,1357131,7.332961
North West,2020,January,30,30/01/2020 10:02:31 AM,0.5,1.18975,1189750,5.826389
North West,2020,February,2,02/02/2020 10:11:01 AM,0.1,1.219369,1219369,6.261273
North West,2020,February,4,04/02/2020 10:02:39 AM,0.2,1.271475,1271475,6.363737
North West,2020,February,14,14/02/2020 10:02:39 AM,0.5,1.21105,1211050,6.068394
North West,2020,February,17,17/02/2020 10:11:09 AM,0.2,1.324861,1324861,6.886028
North West,2020,February,19,19/02/2020 10:02:31 AM,0.45,1.228784,1228784,6.18171
North West,2020,March,15,15/03/2020 10:02:39 AM,0.25,1.219368,1219368,6.086778
North West,2020,March,30,30/03/2020 10:02:41 AM,0.5,1.216535,1216535,6.048505
North West,2020,April,4,04/04/2020 10:02:39 AM,0.2,1.251912,1251912,6.360723
North West,2020,April,7,07/04/2020 10:11:09 AM,0.4,1.166897,1166897,5.71458
North West,2020,April,12,12/04/2020 10:11:11 AM,0.45,1.191487,1191487,5.884554
North West,2020,April,24,24/04/2020 10:02:39 AM,0.47,1.178415,1178415,5.808006
North West,2020,May,2,02/05/2020 10:11:11 AM,0.15,1.318097,1318097,7.204583
North West,2020,May,4,04/05/2020 10:02:39 AM,0.2,1.244051,1244051,6.334809
North West,2020,May,14,14/05/2020 10:02:39 AM,0.1,1.309504,1309504,7.434227
North West,2020,May,24,24/05/2020 10:02:39 AM,0.5,1.191122,1191122,5.808007
North West,2020,May,29,29/05/2020 10:02:51 AM,0.2,1.353292,1353292,7.388116
North West,2020,June,3,03/06/2020 10:02:39 AM,0.15,1.250633,1250633,6.244395
North West,2020,June,21,21/06/2020 10:11:21 AM,0.48,1.204011,1204011,6.033134
North West,2020,June,23,23/06/2020 10:02:39 AM,0.5,1.190939,1190939,5.808006
North West,2020,June,26,26/06/2020 10:11:09 AM,0.2,1.256117,1256117,6.169352
North West,2020,July,3,03/07/2020 10:02:39 AM,0.2,1.240942,1240942,6.319436
North West,2020,July,11,11/07/2020 10:11:11 AM,0.15,1.269921,1269921,6.245903
North West,2020,July,16,16/07/2020 10:11:09 AM,0.1,1.301093,1301093,6.964079
North West,2020,July,28,28/07/2020 10:02:51 AM,0.17,1.340128,1340128,7.328446
North West,2020,August,5,05/08/2020 10:11:09 AM,0.5,1.183534,1183534,5.829402
North West,2020,August,10,10/08/2020 10:11:21 AM,0.2,1.258677,1258677,6.187736
North West,2020,August,12,12/08/2020 10:02:49 AM,0.1,1.337294,1337294,7.496912
North West,2020,August,15,15/08/2020 10:11:09 AM,0.15,1.305481,1305481,6.904409
North West,2020,August,17,17/08/2020 10:02:51 AM,0.2,1.233355,1233355,6.279655
North West,2020,August,20,20/08/2020 10:11:21 AM,0.5,1.180609,1180609,5.791128
North West,2020,August,22,22/08/2020 10:02:49 AM,0.5,1.180517,1180517,5.789621
North West,2020,August,25,25/08/2020 10:11:09 AM,0.2,1.357039,1357039,7.52584
North West,2020,September,1,01/09/2020 10:02:49 AM,0.5,1.203005,1203005,6.033133
North West,2020,September,6,06/09/2020 10:02:41 AM,0.2,1.165709,1165709,5.771239
North West,2020,September,14,14/09/2020 10:11:09 AM,0.2,1.284822,1284822,6.66391
North West,2020,September,16,16/09/2020 10:02:41 AM,0.45,1.206114,1206114,6.088285
North West,2020,September,26,26/09/2020 10:02:51 AM,0.13,1.312612,1312612,7.320911
North West,2020,September,29,29/09/2020 10:11:11 AM,0.43,1.242588,1242588,6.314919
North West,2020,October,1,01/10/2020 10:02:49 AM,0.45,1.184631,1184631,5.808005
North West,2020,October,9,09/10/2020 10:11:21 AM,0.4,1.224123,1224123,6.183219
North West,2020,October,11,11/10/2020 10:02:49 AM,0.1,1.301002,1301002,7.100299
North West,2020,October,14,14/10/2020 10:11:09 AM,0.18,1.244599,1244599,6.339326
North West,2020,October,16,16/10/2020 10:02:51 AM,0.45,1.179421,1179421,5.809512
North West,2020,October,19,19/10/2020 10:11:11 AM,0.35,1.142673,1142673,5.638033
North West,2020,October,21,21/10/2020 10:02:49 AM,0.4,1.176769,1176769,5.808005
North West,2020,October,26,26/10/2020 10:02:51 AM,0.2,1.293049,1293049,6.809477
North West,2020,November,3,03/11/2020 10:11:09 AM,0.3,1.162692,1162692,5.752853
North West,2020,November,5,05/11/2020 10:02:51 AM,0.5,1.176678,1176678,5.771238
North West,2020,November,10,10/11/2020 10:02:39 AM,0.16,1.301458,1301458,6.847749
North West,2020,November,13,13/11/2020 10:11:09 AM,0.18,1.209221,1209221,6.066887
North West,2020,November,15,15/11/2020 10:02:41 AM,0.5,1.168359,1168359,5.752852
North West,2020,November,18,18/11/2020 10:11:11 AM,0.25,1.15483,1154830,5.751348
North West,2020,November,20,20/11/2020 10:02:39 AM,0.4,1.195143,1195143,5.824882
North West,2020,December,3,03/12/2020 10:11:09 AM,0.2,1.148705,1148705,5.732963
North West,2020,December,5,05/12/2020 10:02:41 AM,0.5,1.178232,1178232,5.809512
North West,2020,December,15,15/12/2020 10:02:41 AM,0.53,1.151904,1151904,5.734468
North West,2020,December,20,20/12/2020 10:02:39 AM,0.4,1.211232,1211232,6.108174
North West,2020,December,28,28/12/2020 10:11:11 AM,0.25,1.181066,1181066,5.789621
North West,2021,January,29,29/01/2021 10:02:39 AM,0.4,1.149803,1149803,5.716087
North West,2021,February,6,06/02/2021 10:11:11 AM,0.1,1.292227,1292227,7.039124
North West,2021,February,11,11/02/2021 10:11:09 AM,0.4,1.15675,1156750,5.772743
North West,2021,February,13,13/02/2021 10:02:41 AM,0.43,1.14386,1143860,5.676305
North West,2021,February,16,16/02/2021 10:11:11 AM,0.42,1.177044,1177044,5.789623
North West,2021,February,21,21/02/2021 10:11:09 AM,0.2,1.252095,1252095,6.134089
North West,2021,March,8,08/03/2021 10:11:11 AM,0.15,1.270652,1270652,6.628646
North West,2021,March,10,10/03/2021 10:02:39 AM,0.45,1.194138,1194138,5.843266
North West,2021,March,13,13/03/2021 10:11:09 AM,0.45,1.163423,1163423,5.752852
North West,2021,March,25,25/03/2021 10:02:41 AM,0.4,1.217906,1217906,6.105162
North West,2021,March,28,28/03/2021 10:11:11 AM,0.43,1.163058,1163058,5.752855
North West,2021,April,14,14/04/2021 10:02:31 AM,0.4,1.168359,1168359,5.771237
North West,2021,May,7,07/05/2021 10:11:11 AM,0.2,1.270652,1270652,6.285683
North West,2021,May,14,14/05/2021 10:02:41 AM,0.4,1.185088,1185088,5.84628
North West,2021,May,17,17/05/2021 10:11:11 AM,0.35,1.214158,1214158,6.12656
North West,2021,May,27,27/05/2021 10:11:11 AM,0.42,1.176496,1176496,5.827897
North West,2021,June,6,06/06/2021 10:11:11 AM,0.15,1.270196,1270196,6.377606
North West,2021,June,8,08/06/2021 10:02:39 AM,0.4,1.218912,1218912,6.141931
North West,2021,June,18,18/06/2021 10:02:39 AM,0.1,1.330621,1330621,7.483046
North West,2021,June,21,21/06/2021 10:11:09 AM,0.05,1.272206,1272206,6.686809
North West,2021,June,23,23/06/2021 10:02:41 AM,0.35,1.221837,1221837,6.219985
North West,2021,July,8,08/07/2021 10:02:39 AM,0.3,1.213335,1213335,6.085273
North West,2021,July,16,16/07/2021 10:11:11 AM,0,1.309413,1309413,7.766336
North West,2021,July,18,18/07/2021 10:02:39 AM,0.1,1.316543,1316543,7.329949
North West,2021,July,21,21/07/2021 10:11:09 AM,0.15,1.296888,1296888,6.986981
North West,2021,July,26,26/07/2021 10:11:11 AM,0.4,1.17613,1176130,5.789623
North West,2021,August,2,02/08/2021 10:02:41 AM,0,1.301093,1301093,7.688279
North West,2021,August,5,05/08/2021 10:11:11 AM,0.06,1.260414,1260414,6.590373
North West,2021,August,15,15/08/2021 10:11:11 AM,0.04,1.308407,1308407,7.63313
North West,2021,August,17,17/08/2021 10:02:39 AM,0.05,1.311698,1311698,7.495404
North West,2021,August,20,20/08/2021 10:11:09 AM,0.1,1.234726,1234726,6.29804
North West,2021,August,22,22/08/2021 10:02:41 AM,0.4,1.184631,1184631,5.826388
North West,2021,August,27,27/08/2021 10:02:39 AM,0.4,1.190756,1190756,5.86617
North West,2021,September,1,01/09/2021 10:02:41 AM,0,1.271292,1271292,6.928816
North West,2021,September,4,04/09/2021 10:11:11 AM,0.05,1.227688,1227688,6.394481
North West,2021,September,19,19/09/2021 10:11:09 AM,0.4,1.219551,1219551,6.085272
North West,2021,September,24,24/09/2021 10:11:11 AM,0.4,1.163424,1163424,5.732967
North West,2021,October,6,06/10/2021 10:02:39 AM,0.4,1.175215,1175215,5.789621
North West,2021,October,11,11/10/2021 10:02:51 AM,0.35,1.182164,1182164,5.826391
North West,2021,October,16,16/10/2021 10:02:39 AM,0.1,1.276229,1276229,6.890543
North West,2021,October,29,29/10/2021 10:11:09 AM,0,1.298625,1298625,7.366712
North West,2021,November,5,05/11/2021 10:02:39 AM,0.4,1.154647,1154647,5.696196
North West,2021,November,15,15/11/2021 10:02:39 AM,0.1,1.244873,1244873,6.493931
North West,2021,December,13,13/12/2021 10:11:11 AM,0.01,1.23948,1239480,6.585853
North West,2021,December,18,18/12/2021 10:11:09 AM,0.1,1.149437,1149437,5.71458
North West,2021,December,20,20/12/2021 10:02:41 AM,0.4,1.156658,1156658,5.714579
North West,2021,December,23,23/12/2021 10:11:11 AM,0.29,1.160315,1160315,5.732964
North West,2022,January,2,02/01/2022 10:11:11 AM,0.2,1.152636,1152636,5.735976
North West,2022,January,7,07/01/2022 10:11:09 AM,0.33,1.174758,1174758,5.789621
North West,2022,January,12,12/01/2022 10:11:11 AM,0.1,1.24012,1240120,6.434262
North West,2022,January,14,14/01/2022 10:02:39 AM,0.45,1.204925,1204925,6.031626
North West,2022,January,22,22/01/2022 10:11:11 AM,0.3,1.15995,1159950,5.732965
North West,2022,March,5,05/03/2022 10:02:39 AM,0.22,1.143403,1143403,5.676306
North West,2022,March,8,08/03/2022 10:11:09 AM,0.2,1.183077,1183077,5.826389
North West,2022,March,23,23/03/2022 10:11:11 AM,0.2,1.185546,1185546,5.844775
North West,2022,March,30,30/03/2022 10:02:41 AM,0.2,1.165343,1165343,5.751348
North West,2022,April,2,02/04/2022 10:11:11 AM,0.15,1.145872,1145872,5.696199
North West,2022,April,4,04/04/2022 10:02:39 AM,0.2,1.161504,1161504,5.751348
North West,2022,April,19,19/04/2022 10:02:41 AM,0.2,1.15547,1155470,5.732964
North West,2022,May,4,04/05/2022 10:02:39 AM,0.2,1.179146,1179146,5.864664
North West,2022,May,29,29/05/2022 10:02:51 AM,0.2,1.189842,1189842,5.826389
North West,2022,June,1,01/06/2022 10:11:21 AM,0.2,1.182164,1182164,5.844776
North West,2022,June,3,03/06/2022 10:02:39 AM,0.2,1.191122,1191122,5.993354
North West,2022,June,11,11/06/2022 10:11:21 AM,0.05,1.270562,1270562,6.740459
North West,2022,June,13,13/06/2022 10:02:29 AM,0.1,1.198435,1198435,5.956585
North West,2022,June,23,23/06/2022 10:02:29 AM,0.05,1.289301,1289301,7.084927
North West,2022,July,8,08/07/2022 10:02:31 AM,0.01,1.305847,1305847,7.401976
North West,2022,July,11,11/07/2022 10:11:21 AM,0.05,1.263614,1263614,6.66391
North West,2022,July,13,13/07/2022 10:02:29 AM,0.2,1.195235,1195235,6.051518
North West,2022,July,23,23/07/2022 10:02:29 AM,0.1,1.270927,1270927,6.625636
North West,2022,July,28,28/07/2022 10:02:31 AM,0.25,1.202457,1202457,6.051517
North West,2022,August,5,05/08/2022 10:11:19 AM,0.05,1.332815,1332815,7.876646
North West,2022,August,15,15/08/2022 10:11:09 AM,0.2,1.164703,1164703,5.771239
North West,2022,August,17,17/08/2022 10:02:31 AM,0.2,1.226042,1226042,5.996364
North West,2022,August,20,20/08/2022 10:11:21 AM,0.02,1.298991,1298991,7.26877
North West,2022,August,25,25/08/2022 10:11:09 AM,0.25,1.22787,1227870,6.241382
North West,2022,September,11,11/09/2022 10:02:29 AM,0.25,1.164703,1164703,5.751348
North West,2022,September,14,14/09/2022 10:11:09 AM,0.2,1.171468,1171468,5.771238
North West,2022,September,21,21/09/2022 10:02:29 AM,0.15,1.296797,1296797,6.740458
North West,2022,September,24,24/09/2022 10:11:09 AM,0.2,1.206662,1206662,6.050011
North West,2022,October,4,04/10/2022 10:11:09 AM,0.1,1.312977,1312977,7.156958
North West,2022,October,6,06/10/2022 10:02:31 AM,0.1,1.272389,1272389,6.567471
North West,2022,October,14,14/10/2022 10:11:09 AM,0.15,1.161229,1161229,5.732964
North West,2022,October,16,16/10/2022 10:02:31 AM,0.2,1.199806,1199806,6.05001
North West,2022,November,3,03/11/2022 10:11:09 AM,0.1,1.302465,1302465,7.25189
North West,2022,November,23,23/11/2022 10:11:09 AM,0.1,1.163057,1163057,5.771237
North West,2022,December,5,05/12/2022 10:02:21 AM,0.2,1.187648,1187648,5.864663
North West,2022,December,18,18/12/2022 10:11:11 AM,0.05,1.253649,1253649,6.815499
North West,2022,December,20,20/12/2022 10:02:19 AM,0.15,1.198252,1198252,5.993351
North West,2023,January,4,04/01/2023 10:02:21 AM,0.2,1.179329,1179329,5.789621
North West,2023,January,19,19/01/2023 10:02:19 AM,0.2,1.191761,1191761,5.883047
North West,2023,January,24,24/01/2023 10:02:21 AM,0.2,1.130971,1130971,5.619648
North West,2023,January,29,29/01/2023 10:02:19 AM,0.1,1.290581,1290581,6.910433
North West,2023,February,13,13/02/2023 10:02:21 AM,0.15,1.194229,1194229,5.993352
North West,2023,March,5,05/03/2023 10:02:21 AM,0.23,1.169365,1169365,5.771237
North West,2023,March,10,10/03/2023 10:02:29 AM,0.23,1.151448,1151448,5.71458
North West,2023,March,25,25/03/2023 10:02:21 AM,0.23,1.172382,1172382,5.809512
North West,2023,April,9,09/04/2023 10:02:29 AM,0.23,1.168725,1168725,5.771238
North West,2023,April,14,14/04/2023 10:02:21 AM,0.1,1.29378,1293780,7.078903
North West,2023,April,19,19/04/2023 10:02:29 AM,0.2,1.162601,1162601,5.752855
North West,2023,May,17,17/05/2023 10:11:11 AM,0.2,1.219095,1219095,6.241383
North West,2023,May,19,19/05/2023 10:02:29 AM,0.22,1.184814,1184814,5.866171
North West,2023,May,22,22/05/2023 10:11:19 AM,0.2,1.185088,1185088,5.827896
North West,2023,May,27,27/05/2023 10:11:11 AM,0.1,1.320109,1320109,7.189211
North West,2023,May,29,29/05/2023 10:02:29 AM,0.1,1.289393,1289393,7.002355
